Header,Meter,Sensor,Date,Extra,Errors,Filename
S,S,S,Y,2,,.\Other Files\jb\High Speed Export.csv
S,S,S,Y,1,,.\Other Files\jb\high2.csv
S,S,S,Y,2,,.\Other Files\jb\HistogramData (2).csv
S,S,S,Y,2,,.\Other Files\jb\HistogramData (3).csv
S,S,S,Y,2,,.\Other Files\jb\HistogramData.csv
N,N,N,N,0,,.\Other Files\jb\HistoryDownload (1).csv
N,N,N,N,0,,.\Other Files\jb\HistoryDownload (2).csv
N,N,N,N,0,,.\Other Files\jb\HistoryDownload.csv
N,N,N,N,0,,.\Other Files\jb\INDU_Daily.csv
N,N,N,N,0,,.\Other Files\jb\inverted.csv
N,N,N,N,0,,.\Other Files\jb\inverted2.csv
S,S,S,Y,2,,.\Other Files\jb\JB's Energy WIP.csv
S,S,S,Y,2,,.\Other Files\jb\JB's LM3 energy.csv
N,N,N,N,0,,.\Other Files\jb\LabMax app energy comma.csv
N,N,N,N,0,,.\Other Files\jb\LabMax app power quad comma.csv
N,N,N,N,0,,.\Other Files\jb\LabMax app power single comma.csv
Y,S,S,N,1,,.\Other Files\jb\LabMax onboard energy comma.csv
Y,S,S,N,1,,.\Other Files\jb\LabMax onboard power quad comma.csv
Y,S,S,N,1,,.\Other Files\jb\LabMax onboard power single comma.csv
Y,S,S,N,1,,.\Other Files\jb\Legacy-LM20.csv
Y,S,S,N,1,,.\Other Files\jb\Legacy-PM30.csv
Y,S,S,N,1,,.\Other Files\jb\LegacyEnergy.csv
S,S,S,Y,2,,.\Other Files\jb\lines.csv
N,N,N,N,0,,.\Other Files\jb\LM Data.csv
S,S,S,Y,2,,.\Other Files\jb\LM-3 bogus x,y.csv
S,S,S,Y,2,,.\Other Files\jb\LM-3.csv
S,S,S,Y,2,,.\Other Files\jb\LM20 sample (2).csv
Y,S,S,N,1,,.\Other Files\jb\LM20 Sample (3).csv
Y,S,S,N,1,,.\Other Files\jb\LM20 Sample (4).csv
Y,S,S,N,1,,.\Other Files\jb\LM20 Sample (5).csv
Y,S,S,N,1,,.\Other Files\jb\LM20 Sample (6).csv
Y,S,S,N,1,,.\Other Files\jb\LM20 Sample (7).csv
Y,S,S,N,1,,.\Other Files\jb\LM20 Sample (8).csv
Y,S,S,N,1,,.\Other Files\jb\LM20 Sample (9).csv
S,S,S,Y,2,,.\Other Files\jb\LM20 sample.csv
S,S,S,Y,2,,.\Other Files\jb\LM3 energy.csv
S,S,S,Y,2,,.\Other Files\jb\LM3 lpem.csv
S,S,S,Y,2,,.\Other Files\jb\Log1.csv
S,S,S,Y,2,,.\Other Files\jb\Log2.csv
S,S,S,Y,2,,.\Other Files\jb\Log3.csv
S,S,S,Y,2,,.\Other Files\jb\Log4.csv
S,S,S,Y,2,,.\Other Files\jb\Log41.csv
S,S,S,Y,2,,.\Other Files\jb\Log42.csv
S,S,S,Y,2,,.\Other Files\jb\Log5.csv
S,S,S,Y,2,,.\Other Files\jb\Log6.csv
S,S,S,Y,1,,.\Other Files\jb\M22-3 2ms long pulses-5ms-spacing-8K saples-JJ.csv
S,S,S,Y,2,,.\Other Files\jb\Mean40.csv
S,S,S,Y,2,,.\Other Files\jb\Mean4Sec.csv
N,N,N,N,0,,.\Other Files\jb\metadata.cpm.csv
S,S,S,Y,1,,.\Other Files\jb\missing.csv
S,S,S,Y,1,,.\Other Files\jb\missing2.csv
S,S,S,Y,1,,.\Other Files\jb\missing3.csv
S,S,S,Y,1,,.\Other Files\jb\missing4.csv
S,S,S,Y,1,,.\Other Files\jb\missing5.csv
S,S,S,Y,2,,.\Other Files\jb\new-one.csv
S,S,S,Y,1,,.\Other Files\jb\new1.csv
S,S,S,Y,1,,.\Other Files\jb\new2.csv
S,S,S,Y,1,,.\Other Files\jb\new3.csv
S,S,S,Y,1,,.\Other Files\jb\new4 (2).csv
N,N,N,N,0,,.\Other Files\jb\New4.csv
S,S,S,Y,1,,.\Other Files\jb\new5.csv
S,S,S,Y,1,,.\Other Files\jb\nmark4.csv
N,N,N,N,0,,.\Other Files\jb\o (2).csv
N,N,N,N,0,,.\Other Files\jb\o.csv
N,N,N,N,0,,.\Other Files\jb\OhlcData.csv
S,S,S,Y,1,,.\Other Files\jb\optic1.csv
S,S,S,Y,1,,.\Other Files\jb\optic2.csv
N,N,N,N,0,,.\Other Files\jb\Personnel.csv
N,N,N,N,0,,.\Other Files\jb\Personnel_LINQ.csv
S,S,S,Y,1,,.\Other Files\jb\phoenix_export_file3.csv
Y,S,S,N,1,,.\Other Files\jb\PM10 Sample (2).csv
Y,S,S,N,1,,.\Other Files\jb\PM10 Sample (3).csv
Y,S,S,N,1,,.\Other Files\jb\PM10 Sample (4).csv
Y,S,S,N,1,,.\Other Files\jb\PM10 Sample (5).csv
Y,S,S,N,1,,.\Other Files\jb\PM10 Sample (6).csv
Y,S,S,N,1,,.\Other Files\jb\PM10 Sample.csv
S,S,S,Y,2,,.\Other Files\jb\pm10-energy.csv
S,S,S,Y,2,,.\Other Files\jb\pmpro-energy.csv
S,S,S,Y,2,,.\Other Files\jb\power-fixed.csv
S,S,S,Y,2,,.\Other Files\jb\power1.csv
N,N,N,N,0,,.\Other Files\jb\PowerMax power quad comma.csv
N,N,N,N,0,,.\Other Files\jb\PowerMax power single comma.csv
S,S,S,Y,1,,.\Other Files\jb\pulse1.csv
S,S,S,Y,1,,.\Other Files\jb\pulse2.csv
S,S,S,Y,1,,.\Other Files\jb\pulses.csv
S,S,S,Y,1,,.\Other Files\jb\Pulses1.csv
S,S,S,Y,2,,.\Other Files\jb\pyro-energy.csv
Y,S,S,N,1,,.\Other Files\jb\QuadUnitTest (2).csv
Y,S,S,N,1,,.\Other Files\jb\QuadUnitTest.csv
S,S,S,Y,1,,.\Other Files\jb\sample3-out.csv
S,S,S,Y,1,,.\Other Files\jb\sample3.csv
S,S,S,Y,1,,.\Other Files\jb\sample4.csv
S,S,S,Y,1,,.\Other Files\jb\sample5.csv
S,S,S,Y,1,,.\Other Files\jb\sample5a.csv
S,S,S,Y,2,,.\Other Files\jb\Sean's precision problem.csv
S,S,S,Y,2,,.\Other Files\jb\Skip4Sec.csv
S,S,S,Y,2,,.\Other Files\jb\slow.csv
S,S,S,Y,2,,.\Other Files\jb\slow.tsv.csv
S,S,S,Y,1,,.\Other Files\jb\snap.csv
S,S,S,Y,2,,.\Other Files\jb\snap1.csv
S,S,S,Y,1,,.\Other Files\jb\snap2.csv
S,S,S,Y,2,,.\Other Files\jb\snapshot 10K (2).csv
S,S,S,Y,2,,.\Other Files\jb\snapshot 10K.csv
S,S,S,Y,2,,.\Other Files\jb\SnapshotSineWave (2).csv
S,S,S,Y,2,,.\Other Files\jb\SnapshotSineWave (3).csv
S,S,S,Y,2,,.\Other Files\jb\SnapshotSineWave.csv
S,S,S,Y,1,,.\Other Files\jb\Spikes.csv
S,S,S,Y,2,,.\Other Files\jb\Standard Mode with HD Sensor (2).csv
S,S,S,Y,2,,.\Other Files\jb\Standard Mode with HD Sensor.csv
S,S,S,Y,2,,.\Other Files\jb\test 7 - 24 J - 20 ms -  810.csv
S,S,S,Y,2,,.\Other Files\jb\test 8 - 5 shots - 400 ms J (2).csv
S,S,S,Y,2,,.\Other Files\jb\test 8 - 5 shots - 400 ms J.csv
S,S,S,Y,2,,.\Other Files\jb\Test2.csv
S,S,S,Y,1,,.\Other Files\jb\thu1.csv
S,S,S,Y,2,,.\Other Files\jb\TimeMean3.csv
S,S,S,Y,2,,.\Other Files\jb\TimeSkip1.csv
S,S,S,Y,1,,.\Other Files\jb\v19A.csv
S,S,S,Y,1,,.\Other Files\jb\v19B.csv
S,S,S,Y,1,,.\Other Files\jb\wed1.csv
S,S,S,Y,1,,.\Other Files\jb\wed2.csv
S,S,S,Y,1,,.\Other Files\jb\wed3.csv
S,S,S,Y,2,,.\Other Files\jb\Zeroed Diff-Amp 2.csv
S,S,S,Y,2,,.\Other Files\jb\Zeroed Diff-Amp.csv
S,S,S,Y,2,,.\Questionable files\first1.csv
S,S,S,Y,2,,.\Questionable files\first2.csv
S,S,S,Y,2,,.\Questionable files\first3.csv
S,S,S,Y,2,,.\Questionable files\Test2.csv
S,S,S,Y,2,,.\Special Files\PM-pro erbi 2100nm.csv
S,S,S,Y,2,,.\Special Files\PM-pro erbi pulse.csv
S,S,S,Y,2,,.\Special Files\PM-pro erbi pulse_2.csv
S,S,S,Y,2,,.\Special Files\PM30 erbi pulse.csv
S,S,S,Y,2,,.\Special Files\PM30 erbi pulse_2.csv
