ABindingInstanceHasAlreadyBeenAssociatedTo1,A binding instance has already been associated to listen URI '{0}'. If two endpoints want to share the same ListenUri, they must also share the same binding object instance. The two conflicting endpoints were either specified in AddServiceEndpoint() calls, in a config file, or a combination of AddServiceEndpoint() and config. 
SecurityHeaderIsEmpty,Security header is empty.
SecurityListenerClosing,The listener is not accepting new secure conversations because it is closing.
SecurityListenerClosingFaultReason,The server is not accepting new secure conversations currently because it is closing. Please retry later.
SecurityNegotiationCannotProtectConfidentialEndpointHeader,The security negotiation with '{0}' cannot be initiated because the confidential endpoint address header ('{1}', '{2}') cannot be encrypted during the course of the negotiation.
SecurityNegotiationMessageTooLarge,The security negotiation message with action '{0}' is larger than the maximum allowed buffer size '{1}'. If you are using a streamed transport consider increasing the maximum buffer size on the transport.
SecurityProtocolCannotDoReplayDetection,The security protocol '{0}' cannot do replay detection.
SecurityProtocolFactoryDoesNotSupportDuplex,Duplex security is not supported by the security protocol factory '{0}'.
SecurityProtocolFactoryDoesNotSupportRequestReply,Request-reply security is not supported by the security protocol factory '{0}'.
SecurityProtocolFactoryShouldBeSetBeforeThisOperation,The security protocol factory must be set before this operation is performed.
SecurityRenewFaultReason,The SecurityContextSecurityToken's key needs to be renewed.
SecurityServerTooBusy,Server '{0}' sent back a fault indicating it is too busy to process the request. Please retry later. Please see the inner exception for fault details.
SecuritySessionAbortedFaultReason,The security session was terminated This may be because no messages were received on the session for too long.
SecuritySessionAlreadyPending,The security session with id '{0}' is already pending.
SecuritySessionFaultReplyWasSent,The receiver sent back a security session fault message. Retry the request.
SecuritySessionIdAlreadyPresentInFilterTable,The security session id '{0}' is already present in the filter table.
SecuritySessionKeyIsStale,The session key must be renewed before it can secure application messages.
SecuritySessionLimitReached,Cannot create a security session. Retry later.
SecuritySessionListenerNotFound,No security session listener was found for message with action '{0}'.
SecuritySessionNotPending,No security session with id '{0}' is pending.
SecuritySessionProtocolFactoryShouldBeSetBeforeThisOperation,Security session protocol factory must be set before this operation is performed.
SecuritySessionRequiresIssuanceAuthenticator,The security session requires a security token authenticator that implements '{0}'. '{1}' does not implement '{0}'.
SecuritySessionRequiresMessageIntegrity,Security sessions require all messages to be signed.
SecuritySessionRequiresSecurityContextTokenCache,The security session requires a security token resolver that implements '{1}'. The security token resolver '{0}' does not implement '{1}'.
SecuritySettingsLifetimeManagerNotSet,The security settings lifetime manager was not specified on  '{0}'.
SecurityStandardsManagerNotSet,The security standards manager was not specified on  '{0}'.
SecurityStateEncoderDecodingFailure,The DataProtectionSecurityStateEncoder is unable to decode the byte array. Ensure that a 'UserProfile' is loaded, if this is a 'web farm scenario' ensure all servers are running as the same user with the roaming profiles or provide a custom SecurityStateEncoder'.
SecurityStateEncoderEncodingFailure,The DataProtectionSecurityStateEncoder is unable to encode the byte array. Ensure that a 'UserProfile' is loaded, if this is a 'web farm scenario' ensure all servers are running as the same user with the roaming profiles or provide a custom SecurityStateEncoder'.
SecurityTokenFoundOutsideSecurityHeader,A security token ('{0}', '{1}') was found outside the security header. The message may have been altered in transit.
SecurityTokenManagerCannotCreateAuthenticatorForRequirement,The security token manager cannot create a token authenticator for requirement '{0}'.
SecurityTokenManagerCannotCreateProviderForRequirement,The security token manager cannot create a token provider for requirement '{0}'.
SecurityTokenManagerCannotCreateSerializerForVersion,The security token manager cannot create a token serializer for security token version '{0}'.
SecurityTokenNotResolved,The SecurityTokenProvider '{0}' could not resolve the token.
SecurityTokenParametersCloneInvalidResult,The CloneCore method of {0} type returned an invalid result. 
SecurityTokenParametersHasIncompatibleInclusionMode,The binding ('{0}', '{1}') is configured with a security token parameter '{2}' that has an incompatible security token inclusion mode '{3}'. Specify an alternate security token inclusion mode (for example, '{4}').
SecurityTokenProviderIncludeWindowsGroupsInconsistent,When authentication schemes 'Basic' and also '{0}' are enabled, the value of IncludeWindowsGroups for Windows ('{1}') and UserName authentication ('{2}') must match. Please consider using the same value in both places.
SecurityTokenRequirementDoesNotContainProperty,The token requirement does not contain a property '{0}'.
SecurityTokenRequirementHasInvalidTypeForProperty,The token requirement has an unexpected type '{1}' for property '{0}'. The expected property type is '{2}'.
SecurityVersionDoesNotSupportEncryptedKeyBinding,The binding ('{0}','{1}') for contract ('{2}','{3}') has been configured with an incompatible security version that does not support unattached references to EncryptedKeys. Use '{4}' or higher as the security version for the binding.
SecurityVersionDoesNotSupportSignatureConfirmation,The SecurityVersion '{0}' does not support signature confirmation. Use a later SecurityVersion.
SecurityVersionDoesNotSupportThumbprintX509KeyIdentifierClause,The '{0}','{1}' binding for the '{2}','{3}' contract is configured with a security version that does not support external references to X.509 tokens using the certificate's thumbprint value. Use '{4}' or higher as the security version for the binding.
SeekableMessageNavBodyForbidden,A filter has attempted to access the body of a Message. Use a MessageBuffer instead if body filtering is required.
SeekableMessageNavIDNotSupported,XML unique ID not supported.
SeekableMessageNavInvalidPosition,The position is not valid for this navigator.
SeekableMessageNavNonAtomized,Cannot call '{0}' on a non-atomized navigator.
SeekableMessageNavOverrideForbidden,Not allowed to override prefix '{0}'.
SeekingNotSupported,This stream from ZipArchiveEntry does not support seeking.
SeekNotSupported,Seek is not supported on this stream.
SeekNotSupportedOnStream,Seek not supported on stream '{0}'.
SemaphoreSlim_ctor_InitialCountWrong,The initialCount argument must be non-negative and less than or equal to the maximumCount.
SemaphoreSlim_ctor_MaxCountWrong,The maximumCount argument must be a positive number. If a maximum is not required, use the constructor without a maxCount parameter.
SemaphoreSlim_Disposed,The semaphore has been disposed.
SemaphoreSlim_Release_CountWrong,The releaseCount argument must be greater than zero.
SemaphoreSlim_Wait_TimeoutWrong,The timeout must represent a value between -1 and Int32.MaxValue, inclusive.
SendCannotBeCalledAfterCloseOutputSession,You cannot Send messages on a channel after CloseOutputSession has been called.
SenderSideSupportingTokensMustSpecifySecurityTokenParameters,Security token parameters must be specified with supporting tokens for each message.
SendingOutgoingmessageOnRecipient,Unexpected code path for server security application, sending outgoing message on Recipient.
SendToViaTimedOut,Sending to via {0} timed out after {1}. The time allotted to this operation may have been a portion of a longer timeout.
SequenceClosedFaultString,The Sequence is closed and cannot accept new messages.
SequenceTerminatedAddLastToWindowTimedOut,The RM Source could not transfer the last message within the timeout the user specified.
SequenceTerminatedBeforeReplySequenceAcked,The server received a TerminateSequence message before all reply sequence messages were acknowledged. This is a violation of the reply sequence acknowledgement protocol.
SequenceTerminatedEarlyTerminateSequence,The wsrm:TerminateSequence protocol message was transmitted before the sequence was successfully completed.
SequenceTerminatedInactivityTimeoutExceeded,The inactivity timeout of ({0}) has been exceeded.
SequenceTerminatedInconsistentLastMsgNumber,Two different wsrm:LastMsgNumber values were specified. Because of this the reliable session cannot complete.
SequenceTerminatedMaximumRetryCountExceeded,The user specified maximum retry count for a particular message has been exceeded. Because of this the reliable session cannot continue.
SequenceTerminatedMissingFinalAck,The CloseSequence request's reply message must carry a final acknowledgement. This is a violation of the WS-ReliableMessaging protocol. The reliable session cannot continue.
SequenceTerminatedNotAllRepliesAcknowledged,All of the reply sequence's messages must be acknowledged prior to closing the request sequence. This is a violation of the reply sequence's delivery guarantee. The session cannot continue.
SequenceTerminatedOnAbort,Due to a user abort the reliable session cannot continue.
SequenceTerminatedQuotaExceededException,The necessary size to buffer a sequence message has exceeded the configured buffer quota. Because of this the reliable session cannot continue.
SequenceTerminatedReliableRequestThrew,The session has stopped waiting for a particular reply. Because of this the reliable session cannot continue.
SequenceTerminatedReplyMissingAcknowledgement,A reply message was received with no acknowledgement.
SequenceTerminatedSessionClosedBeforeDone,The user of the remote endpoint's reliable session expects no more messages and a new message arrived. Due to this the reliable session cannot continue.
SequenceTerminatedSmallLastMsgNumber,The wsrm:LastMsgNumber value is too small. A message with a larger sequence number has already been received.
SequenceTerminatedUnexpectedAcknowledgement,The RM destination received an acknowledgement message. The RM destination does not process acknowledgement messages.
SequenceTerminatedUnexpectedAckRequested,The RM source received an AckRequested message. The RM source does not process AckRequested messages.
SequenceTerminatedUnexpectedCloseSequence,The RM source received an CloseSequence message. The RM source does not process CloseSequence messages.
SequenceTerminatedUnexpectedCloseSequenceResponse,The RM destination received an CloseSequenceResponse message. The RM destination does not process CloseSequenceResponse messages.
SequenceTerminatedUnexpectedCS,The RM source received a CreateSequence request. The RM source does not process CreateSequence requests.
SequenceTerminatedUnexpectedCSOfferId,The RM destination received multiple CreateSequence requests with different OfferId values over the same session.
SequenceTerminatedUnexpectedCSR,The RM destination received a CreateSequenceResponse message. The RM destination does not process CreateSequenceResponse messages.
SequenceTerminatedUnexpectedCSROfferId,The RM source received multiple CreateSequenceResponse messages with different sequence identifiers over the same session.
SequenceTerminatedUnexpectedTerminateSequence,The RM source received a TerminateSequence message. The RM source does not process TerminateSequence messages.
SequenceTerminatedUnexpectedTerminateSequenceResponse,The RM destination received a TerminateSequenceResponse message. The RM destination does not process TerminateSequenceResponse messages.
SequenceTerminatedUnknownAddToWindowError,An unknown error occurred while trying to add a sequence message to the window.
SequenceTerminatedUnsupportedClose,The RM source does not support an RM destination initiated close since messages can be lost. The reliable session cannot continue.
SequenceTerminatedUnsupportedTerminateSequence,The RM source does not support an RM destination initiated termination since messages can be lost. The reliable session cannot continue.
SerializationCodeIsMissingForType,Type '{0}' cannot be serialized, serialization code for the type is missing. Consult the SDK documentation for adding it as a root serialization type.
SerializationException,Serialization error.
SerializationInfo_ConstructorNotFound,The constructor with parameters (SerializationInfo, StreamingContext) is not found in ISerializable type '{0}'.
SerializedTokenVersionUnsupported,The serialized token version {0} is unsupported.
ServerCertificateNotProvided,The recipient did not provide its certificate.  This certificate is required by the TLS protocol.  Both parties must have access to their certificates.
ServerReceivedCloseMessageStateIsCreated,{0}.OnCloseMessageReceived when state == Created.
ServerRejectedSessionPreamble,The server at {0} rejected the session-establishment request.
ServerRejectedUpgradeRequest,The server rejected the upgrade request.
ServerTooBusy,Server '{0}' is too busy to process this request. Try again later.
ServiceBusyCountTrace,Operation Action={0}
ServiceCertificateNotProvidedOnClientCredentials,The service certificate is not provided for target '{0}'. Specify a service certificate in ClientCredentials. 
ServiceCertificateNotProvidedOnServiceCredentials,The service certificate is not provided. Specify a service certificate in ServiceCredentials. 
ServiceHasAtLeastOneOperationWithTransactionFlowEnabled,At least one operation on the '{0}' contract is configured with the TransactionFlowAttribute attribute set to Mandatory but the channel's binding '{1}' is not configured with a TransactionFlowBindingElement. The TransactionFlowAttribute attribute set to Mandatory cannot be used without a TransactionFlowBindingElement.
ServiceHasZeroAppEndpoints,Service '{0}' has zero application (non-infrastructure) endpoints. This might be because no configuration file was found for your application, or because no service element matching the service name could be found in the configuration file, or because no endpoints were defined in the service element.
ServiceOperationsMarkedWithIsOneWayTrueMust0,Operations marked with IsOneWay=true must not declare output parameters, by-reference parameters or return values.
ServiceSecurityCloseOutputSessionTimeout,The service's security session was not able to close its output session within the configured timeout ({0}).
ServiceSecurityCloseTimeout,The service's security session did not receive a 'close' message from the client within the configured timeout ({0}).
ServiceStringFormatError,The COM+ string in the .svc file was formatted incorrectly. (The string is \
ServicesWithoutAServiceContractAttributeCan2,The {0} declared on method '{1}' in type '{2}' is invalid. {0}s are only valid on methods that are declared in a type that has ServiceContractAttribute. Either add ServiceContractAttribute to type '{2}' or remove {0} from method '{1}'.
SessionClosedBeforeDone,The session was closed before message transfer was complete.
SessionKeyRenewalNotSupported,Cannot renew the security session key. Session Key Renewal is not supported.
SessionTokenIsNotGenericXmlToken,The session security token provider returned a token of type '{0}'. The token type expected is '{1}'.
SessionTokenIsNotSecurityContextToken,The session security token authenticator returned a token of type '{0}'. The token type expected is '{1}'.
SessionTokenWasNotClosed,The session token was not closed by the server.
SessionValueInvalid,The Session value '{0}' is invalid. Please specify 'CurrentSession','ServiceSession' or a valid non-negative Windows Session Id.
SetLengthRequiresSeekingAndWriting,SetLength requires a stream that supports seeking and writing.
SetterHasNoParams,Setter must have parameters.
SetterMustBeVoid,Setter should have void type.
SFxActionDemuxerDuplicate,The operations {0} and {1} have the same action ({2}).  Every operation must have a unique action value.
SFxActionMismatch,Cannot create a typed message due to action mismatch, expecting {0} encountered {1}
SFxAnonymousTypeNotSupported,Part {1} in message {0} cannot be exported with RPC or encoded since its type is anonymous.
SFxAsyncResultsDontMatch0,The IAsyncResult returned from Begin and the IAsyncResult supplied to the Callback are on different objects. These are required to be the same object.
SFxBadByReferenceParameterMetadata,Method '{0}' in class '{1}' has bad parameter metadata: a pass-by-reference parameter is marked with the 'in' but not the 'out' parameter mode.
SFxBadByValueParameterMetadata,Method '{0}' in class '{1}' has bad parameter metadata: a pass-by-value parameter is marked with the 'out' parameter mode.
SFxBadMetadataDialect,There was a problem reading the MetadataSet argument: a MetadataSection instance with identifier '{0}' and dialect '{1}' has a Metadata property whose type does not match the dialect. The expected Metadata type for this dialect is '{2}' but was found to be '{3}'.
SFxBadMetadataLocationNoAppropriateBaseAddress,The URL supplied to ServiceMetadataBehavior via the ExternalMetadataLocation property or the externalMetadataLocation attribute in the serviceMetadata section in config was a relative URL and there is no base address with which to resolve it. '{0}' was specified.
SFxBadMetadataLocationUri,The URI supplied to ServiceMetadataBehavior via the ExternalMetadataLocation property or the externalMetadataLocation attribute in the serviceMetadata section in config must be a relative URI or an absolute URI with an http or https scheme. '{0}' was specified, which is a absolute URI with {1} scheme.
SFxBadMetadataMustBePolicy,When calling the CreateFromPolicy method, the policy argument must be an XmlElement instance with LocalName '{1}' and NamespaceUri '{0}'. This XmlElement has LocalName '{3}' and NamespaceUri '{2}'. 
SFxBadMetadataReference,Metadata contains a reference that cannot be resolved: '{0}'.
SFxBadTransactionProtocols,The TransactionProtocol setting was not understood. A supported protocol must be specified.
SFxBindingDoesNotHaveATransportBindingElement,The binding specified to do metadata exchange does not contain a TransportBindingElement.
SFxBindingMustContainTransport2,The binding (Name={0}, Namespace={1}) does not contain a TransportBindingElement.
SFXBindingNameCannotBeNullOrEmpty,Binding name cannot be null or empty.
SFxBindingNotSupportedForMetadataHttpGet,The binding associated with ServiceMetadataBehavior or ServiceDebugBehavior is not supported.  The inner binding elements used by this binding must support IReplyChannel. Verify that HttpGetBinding/HttpsGetBinding (on ServiceMetadataBehavior) and HttpHelpPageBinding/HttpsHelpPageBinding (on ServiceDebugBehavior) are supported.
SFxBindingSchemeDoesNotMatch,The scheme '{0}' used by binding {1} does not match the required scheme '{2}'.
SFxBodyCannotBeNull,Body object cannot be null in message {0}
SFxBodyObjectTypeCannotBeInherited,Type {0} cannot inherit from any class other than object to be used as body object in RPC style.
SFxBodyObjectTypeCannotBeInterface,Type {0} implements interface {1} which is not supported for body object in RPC style.
SFxCallbackBehaviorAttributeOnlyOnDuplex,CallbackBehaviorAttribute can only be run as a behavior on an endpoint with a duplex contract. Contract '{0}' is not duplex, as it contains no callback operations.
SFxCallbackRequestReplyInOrder1,This operation would deadlock because the reply cannot be received until the current Message completes processing. If you want to allow out-of-order message processing, specify ConcurrencyMode of Reentrant or Multiple on {0}.
SfxCallbackTypeCannotBeNull,In order to use the contract '{0}' with DuplexChannelFactory, the contract must specify a valid callback contract.  If your contract does not have a callback contract, consider using ChannelFactory instead of DuplexChannelFactory.
SFxCannotActivateCallbackInstace,The dispatch instance for duplex callbacks cannot be activated - you must provide an instance.
SFxCannotCallAddBaseAddress,ServiceHostBase's AddBaseAddress method cannot be called after the InitializeDescription method has completed.
SFxCannotCallAutoOpenWhenExplicitOpenCalled,Cannot make a call on this channel because a call to Open() is in progress.
SFxCannotGetMetadataFromLocation,The MetadataExchangeClient can only get metadata from http and https MetadataLocations.  It cannot get metadata from '{0}'.
SFxCannotGetMetadataFromRelativeAddress,The MetadataExchangeClient can only get metadata from absolute addresses.  It cannot get metadata from '{0}'.
SFxCannotHaveDifferentTransactionProtocolsInOneBinding,The configured policy specifies more than one TransactionProtocol across the operations. A single TransactionProtocol for each endpoint must be specified.
SFxCannotHttpGetMetadataFromAddress,The MetadataExchangeClient can only get metadata from http or https addresses when using MetadataExchangeClientMode HttpGet. It cannot get metadata from '{0}'.
SFxCannotImportAsParameters_Bare,Generating message contract since the operation {0} is neither RPC nor document wrapped.
SFxCannotImportAsParameters_DifferentWrapperName,Generating message contract since the wrapper name ({1}) of message {0} does not match the default value ({2})
SFxCannotImportAsParameters_DifferentWrapperNs,Generating message contract since the wrapper namespace ({1}) of message {0} does not match the default value ({2})
SFxCannotImportAsParameters_ElementIsNotNillable,Generating message contract since element name {0} from namespace {1} is not marked nillable
SFxCannotImportAsParameters_HeadersAreIgnoredInEncoded,Headers are not supported in RPC encoded format. Headers are ignored in message {0}.
SFxCannotImportAsParameters_HeadersAreUnsupported,Generating message contract since message {0} has headers
SFxCannotImportAsParameters_Message,Generating message contract since the operation {0} has untyped Message as argument or return type
SFxCannotImportAsParameters_MessageHasProtectionLevel,Generating message contract since message {0} requires protection.
SFxCannotImportAsParameters_NamespaceMismatch,Generating message contract since message part namespace ({0}) does not match the default value ({1})
SFxCannotImportAsParameters_OutputParameterAndTask,Generating message contract since the operation has multiple return values.
SFxCannotRequireBothSessionAndDatagram3,There are two contracts listening on the same binding ({2}) and address with conflicting settings.  Specifically, the contract '{0}' specifies SessionMode.NotAllowed while the contract '{1}' specifies SessionMode.Required.  You should either change one of the SessionMode values or specify a different address (or ListenUri) for each endpoint.
SFxCannotSetExtensionsByIndex,This collection does not support setting extensions by index.  Please consider using the InsertItem or RemoveItem methods.
SFxChannelDispatcherDifferentHost0,This ChannelDispatcher is not currently attached to the provided ServiceHost.
SFxChannelDispatcherMultipleHost0,Cannot add a ChannelDispatcher to more than one ServiceHost.
SFxChannelDispatcherNoHost0,Cannot open ChannelDispatcher because it is not attached to a ServiceHost.
SFxChannelDispatcherNoMessageVersion,Cannot open ChannelDispatcher because it is does not have a MessageVersion set.
SFxChannelDispatcherUnableToOpen1,The ChannelDispatcher at '{0}' is unable to open its IChannelListener as there are no endpoints for the ChannelDispatcher.
SFxChannelDispatcherUnableToOpen2,The ChannelDispatcher at '{0}' with contract(s) '{1}' is unable to open its IChannelListener.
SFxChannelFactoryCannotApplyConfigurationWithoutEndpoint,ApplyConfiguration requires that the Endpoint property be initialized. Either provide a valid ServiceEndpoint in the CreateDescription method or override the ApplyConfiguration method to provide an alternative implementation.
SFxChannelFactoryCannotCreateFactoryWithoutDescription,CreateFactory requires that the Endpoint property be initialized. Either provide a valid ServiceEndpoint in the CreateDescription method or override the CreateFactory method to provide an alternative implementation.
SFxChannelFactoryEndpointAddressUri,The Address property on ChannelFactory.Endpoint was null.  The ChannelFactory's Endpoint must have a valid Address specified.
SFxChannelFactoryNoBindingFoundInConfig1,The underlying channel factory could not be created because no binding information was found in the configuration file for endpoint with name '{0}'.  Please check the endpoint configuration section with name '{0}' to ensure that binding information is present and correct.
SFxChannelFactoryNoBindingFoundInConfigOrCode,The underlying channel factory could not be created because no Binding was passed to the ChannelFactory. Please supply a valid Binding instance via the ChannelFactory constructor.
SFxChannelFactoryTypeMustBeInterface,The type argument passed to the generic ChannelFactory class must be an interface type.
SFxChannelTerminated0,An operation marked as IsTerminating has already been invoked on this channel, causing the channel's connection to terminate.  No more operations may be invoked on this channel.  Please re-create the channel to continue communication.
SFxClientOutputSessionAutoClosed,This channel can no longer be used to send messages as the output session was auto-closed due to a server-initiated shutdown. Either disable auto-close by setting the DispatchRuntime.AutomaticInputSessionShutdown to false, or consider modifying the shutdown protocol with the remote server.
SFxCloseTimedOut1,The ServiceHost close operation timed out after {0}.  This could be because a client failed to close a sessionful channel within the required time.  The time allotted to this operation may have been a portion of a longer timeout.
SfxCloseTimedOutWaitingForDispatchToComplete,Close process timed out waiting for service dispatch to complete.
SFxCodeGenArrayTypeIsNotSupported,Array of type {0} is not supported.
SFxCodeGenCanOnlyStoreIntoArgOrLocGot0,Can only store into ArgBuilder or LocalBuilder. Got: {0}.
SFxCodeGenExpectingEnd,Expecting End {0}.
SFxCodeGenIsNotAssignableFrom,{0} is not assignable from {1}.
SFxCodeGenNoConversionPossibleTo,No conversion possible to {0}.
SFxCodeGenUnknownConstantType,Internal Error: Unrecognized constant type {0}.
SFxCodeGenWarning,CODEGEN: {0}
SFxCollectionDoesNotSupportSet0,This collection does not support setting items by index.
SFxCollectionReadOnly,This operation is not supported because the collection is read-only.
SFxCollectionWrongType2,The collection of type {0} does not support values of type {1}.
SFxConfigChannelConfigurationNotFound,Could not find endpoint element with name '{0}' and contract '{1}' in the ServiceModel client configuration section. This might be because no configuration file was found for your application, or because no endpoint element matching this name could be found in the client element.
SFxConfigContractNotFound,Could not find default endpoint element that references contract '{0}' in the ServiceModel client configuration section. This might be because no configuration file was found for your application, or because no endpoint element matching this contract could be found in the client element.
SFxConfigLoaderMultipleEndpointMatchesSpecified2,The endpoint configuration section for contract '{0}' with name '{1}' could not be loaded because more than one endpoint configuration with the same name and contract were found. Please check your config and try again.
SFxConfigLoaderMultipleEndpointMatchesWildcard1,An endpoint configuration section for contract '{0}' could not be loaded because more than one endpoint configuration for that contract was found. Please indicate the preferred endpoint configuration section by name.
SFxConfigurationNameCannotBeEmpty,The ConfigurationName property must be a non-empty string.
SFxConflictingGlobalElement,Top level XML element with name {0} in namespace {1} cannot reference {2} type because it already references a different type ({3}). Use a different operation name or MessageBodyMemberAttribute to specify a different name for the Message or Message parts.
SFxConflictingGlobalType,Duplicate top level XML Schema type with name {0} in namespace {1}.
SFxContextModifiedInsideScope0,The value of OperationContext.Current is not the OperationContext value installed by this OperationContextScope.
SFxContractDescriptionNameCannotBeEmpty,ContractDescription's Name must be a non-empty string.
SFxContractHasZeroInitiatingOperations,ContractDescription '{0}' has zero IsInitiating=true operations; a contract must have at least one IsInitiating=true operation.
SFxContractHasZeroOperations,ContractDescription '{0}' has zero operations; a contract must have at least one operation.
SFxContractInheritanceRequiresInterfaces,The service class of type {0} both defines a ServiceContract and inherits a ServiceContract from type {1}. Contract inheritance can only be used among interface types.  If a class is marked with ServiceContractAttribute, it must be the only type in the hierarchy with ServiceContractAttribute.  Consider moving the ServiceContractAttribute on type {1} to a separate interface that type {1} implements.
SFxContractInheritanceRequiresInterfaces2,The service class of type {0} both defines a ServiceContract and inherits a ServiceContract from type {1}. Contract inheritance can only be used among interface types.  If a class is marked with ServiceContractAttribute, then another service class cannot derive from it.
SFxCopyToRequiresICollection,SynchronizedReadOnlyCollection's CopyTo only works if the underlying list implements ICollection.
SFxCreateDuplexChannel1,The callback contract of contract {0} either does not exist or does not define any operations.  If this is not a duplex contract, consider using ChannelFactory instead of DuplexChannelFactory.
SFxCreateDuplexChannelBadCallbackUserObject,The InstanceContext provided to the ChannelFactory contains a UserObject that does not implement the CallbackContractType '{0}'.
SFxCreateDuplexChannelNoCallback,This CreateChannel overload cannot be called on this instance of DuplexChannelFactory, as the DuplexChannelFactory was not initialized with an InstanceContext.  Please call the CreateChannel overload that takes an InstanceContext.
SFxCreateDuplexChannelNoCallback1,This CreateChannel overload cannot be called on this instance of DuplexChannelFactory, as the DuplexChannelFactory was initialized with a Type and no valid InstanceContext was provided.  Please call the CreateChannel overload that takes an InstanceContext.
SFxCreateDuplexChannelNoCallbackUserObject,This CreateChannel overload cannot be called on this instance of DuplexChannelFactory, as the InstanceContext provided to the DuplexChannelFactory does not contain a valid UserObject.
SFxCreateNonDuplexChannel1,ChannelFactory does not support the contract {0} as it defines a callback contract with one or more operations.  Please consider using DuplexChannelFactory instead of ChannelFactory.
SFxCustomBindingNeedsTransport1,The CustomBinding on the ServiceEndpoint with contract '{0}' lacks a TransportBindingElement.  Every binding must have at least one binding element that derives from TransportBindingElement.
SFxCustomBindingWithoutTransport,The Scheme cannot be computed for this binding because this CustomBinding lacks a TransportBindingElement.  Every binding must have at least one binding element that derives from TransportBindingElement.
SFxDataContractSerializerDoesNotSupportBareArray,DataContractSerializer does not support collection specified on element '{0}' 
SFxDataContractSerializerDoesNotSupportEncoded,Invalid OperationFormatUse specified in the OperationFormatStyle of operation {0}, DataContractSerializer supports only Literal.
SFxDeserializationFailed1,The formatter threw an exception while trying to deserialize the message: {0}
SFxDictionaryIsEmpty,This operation is not possible since the dictionary is empty.
SFxDisallowedAttributeCombination,The type or member named '{0}' could not be loaded because it has two incompatible attributes: '{1}' and '{2}'. To fix the problem, remove one of the attributes from the type or member.
SFxDispatchRuntimeMessageCannotBeNull,In operation '{0}', cannot return null from methods that return Message.
SfxDispatchRuntimeNonConcurrentOrEnsureOrderedDispatch,The DispatchRuntime.EnsureOrderedDispatch property is set to true, but the DispatchRuntime.ConcurrencyMode is not set to Single. EnsureOrderedDispatch requires the use of ConcurrencyMode.Single.
SFxDocEncodedFaultNotSupported,Fault could not be loaded as the Use setting is Encoded and it references a schema definition using Element attribute. To fix the problem, change the Use setting to Literal.
SFxDocEncodedNotSupported,Operation '{0}' could not be loaded as it uses an unsupported combination of Use and Style settings: Document with Encoded. To fix the problem, change the Use setting to Literal or change the Style setting to Rpc.
SFxDocExt_CS,<P class='intro'><B>C#</B></P>
SFxDocExt_Error,The service encountered an error.
SFxDocExt_MainPageComment,Use the 'client' variable to call operations on the service.
SFxDocExt_MainPageComment2,Always close the client.
SFxDocExt_MainPageIntro1a,You have created a service.<P class='intro'>To test this service, you will need to create a client and use it to call the service. You can do this using the svcutil.exe tool from the command line with the following syntax:</P> 
SFxDocExt_MainPageIntro1b,You have created a service.<P class='intro'>To test this service, you will need to create a client and use it to call the service; however, metadata publishing via ?WSDL is currently disabled. This can be enabled via the service's configuration file. </P>
SFxDocExt_MainPageIntro2,This will generate a configuration file and a code file that contains the client class. Add the two files to your client application and use the generated client class to call the Service. For example:<BR/>
SFxDocExt_MainPageIntroSingleWsdl,You can also access the service description as a single file:
SFxDocExt_MainPageTitle,{0} Service
SFxDocExt_MainPageTitleNoServiceName,Service
SFxDocExt_NoMetadataConfigComment1,Note: the service name must match the configuration name for the service implementation.
SFxDocExt_NoMetadataConfigComment2,Add the following endpoint. 
SFxDocExt_NoMetadataConfigComment3,Note: your service must have an http base address to add this endpoint.
SFxDocExt_NoMetadataConfigComment4,Add the following element to your service behavior configuration.
SFxDocExt_NoMetadataSection1,This is a Windows&#169; Communication Foundation service.<BR/><BR/><B>Metadata publishing for this service is currently disabled.</B><BR/><BR/>If you have access to the service, you can enable metadata publishing by completing the following steps to modify your web or application configuration file:<BR/><BR/>1. Create the following service behavior configuration, or add the &lt;serviceMetadata&gt; element to an existing service behavior configuration:
SFxDocExt_NoMetadataSection2,2. Add the behavior configuration to the service:
SFxDocExt_NoMetadataSection3,Note: the service name must match the configuration name for the service implementation.<BR/><BR/>3. Add the following endpoint to your service configuration:
SFxDocExt_NoMetadataSection4,Note: your service must have an http base address to add this endpoint.<BR/><BR/>The following is an example service configuration file with metadata publishing enabled:
SFxDocExt_NoMetadataSection5,For more information on publishing metadata please see the following documentation: <a href=\
SFxDocExt_VB,<P class='intro'><B>Visual Basic</B></P>
SFxDuplicateInitiatingActionAtSameVia,This service has multiple endpoints listening at '{0}' which share the same initiating action '{1}'.  As a result, messages with this action would be dropped since the dispatcher would not be able to determine the correct endpoint for handling the message.  Please consider hosting these Endpoints at separate ListenUris.
SFxDuplicateMessageParts,Message part {0} in namespace {1} appears more than once in Message.
SFxEndpointAddressNotSpecified,The endpoint's address is not specified. 
SFXEndpointBehaviorUsedOnWrongSide,The IEndpointBehavior '{0}' cannot be used on the server side; this behavior can only be applied to clients.
SFxEndpointBindingNotSpecified,The endpoint's binding is not specified.
SFxEndpointContractNotSpecified,The endpoint's contract is not specified.
SFxEndpointDispatcherDifferentChannelDispatcher0,This EndpointDispatcher is not currently attached to the provided ChannelDispatcher.
SFxEndpointDispatcherMultipleChannelDispatcher0,Cannot add EndpointDispatcher to more than one ChannelDispatcher.
