Meter S/N:," ""0601B14R""",,,,,
0.013184,101.1610031,0,0,0,,
0.0131856,99.38474274,0,0,0,,
0.0131872,97.48455048,0,0,0,,
0.0131888,95.55854797,0,0,0,,
0.0131904,93.63802338,0,0,0,,
0.013192,91.63582611,0,0,0,,
0.0131936,89.72360992,0,0,0,,
0.0131952,87.73749542,0,0,0,,
0.0131968,86.50452423,0,0,0,,
0.0131984,87.03420258,0,0,0,,
0.0132,88.29333496,0,0,0,,
0.0132016,89.90305328,0,0,0,,
0.0132032,91.63812256,0,0,0,,
0.0132048,93.49004364,0,0,0,,
0.0132064,95.37821198,0,0,0,,
0.013208,97.32791138,0,0,0,,
0.0132096,99.25762939,0,0,0,,
0.0132112,101.1636581,0,0,0,,
0.0132128,103.044754,0,0,0,,
0.0132144,104.9315109,0,0,0,,
0.013216,106.7257996,0,0,0,,
0.0132176,106.7993469,0,0,0,,
0.0132192,105.6991577,0,0,0,,
0.0132208,104.3491516,0,0,0,,
0.0132224,102.7963562,0,0,0,,
0.013224,101.1088486,0,0,0,,
0.0132256,99.2949295,0,0,0,,
0.0132272,97.43752289,0,0,0,,
0.0132288,95.46979523,0,0,0,,
0.0132304,93.53247833,0,0,0,,
0.013232,91.58614349,0,0,0,,
0.0132336,89.61806488,0,0,0,,
0.0132352,87.65440369,0,0,0,,
0.0132368,86.41630554,0,0,0,,
0.0132384,86.95288086,0,0,0,,
0.01324,88.19981384,0,0,0,,
0.0132416,89.78725433,0,0,0,,
0.0132432,91.54636383,0,0,0,,
0.0132448,93.40253448,0,0,0,,
0.0132464,95.29282379,0,0,0,,
0.013248,97.23774719,0,0,0,,
0.0132496,99.18991852,0,0,0,,
0.0132512,101.0862198,0,0,0,,
0.0132528,102.9742126,0,0,0,,
0.0132544,104.8630905,0,0,0,,
0.013256,106.6343994,0,0,0,,
0.0132576,106.7208557,0,0,0,,
0.0132592,105.6116409,0,0,0,,
0.0132608,104.2529678,0,0,0,,
0.0132624,102.6977081,0,0,0,,
0.013264,100.997467,0,0,0,,
0.0132656,99.21237183,0,0,0,,
0.0132672,97.34275818,0,0,0,,
0.0132688,95.39006042,0,0,0,,
0.0132704,93.43842316,0,0,0,,
0.013272,91.49191284,0,0,0,,
0.0132736,89.52807617,0,0,0,,
0.0132752,87.55079651,0,0,0,,
0.0132768,86.30563354,0,0,0,,
0.0132784,86.85121918,0,0,0,,
0.01328,88.11477661,0,0,0,,
0.0132816,89.69496918,0,0,0,,
0.0132832,91.45425415,0,0,0,,
0.0132848,93.29026794,0,0,0,,
0.0132864,95.19647217,0,0,0,,
0.013288,97.11116028,0,0,0,,
0.0132896,99.06951904,0,0,0,,
0.0132912,100.9792557,0,0,0,,
0.0132928,102.8674316,0,0,0,,
0.0132944,104.7472916,0,0,0,,
0.013296,106.5555496,0,0,0,,
0.0132976,106.6020432,0,0,0,,
0.0132992,105.5108643,0,0,0,,
0.0133008,104.1465378,0,0,0,,
0.0133024,102.6084213,0,0,0,,
0.013304,100.888382,0,0,0,,
0.0133056,99.09020233,0,0,0,,
0.0133072,97.23191071,0,0,0,,
0.0133088,95.26559448,0,0,0,,
0.0133104,93.31077576,0,0,0,,
0.013312,91.37823486,0,0,0,,
0.0133136,89.42040253,0,0,0,,
0.0133152,87.43039703,0,0,0,,
0.0133168,86.19778442,0,0,0,,
0.0133184,86.74284363,0,0,0,,
0.01332,87.99649811,0,0,0,,
0.0133216,89.5745697,0,0,0,,
0.0133232,91.33438873,0,0,0,,
0.0133248,93.19303131,0,0,0,,
0.0133264,95.08650208,0,0,0,,
0.013328,97.00296021,0,0,0,,
0.0133296,98.95566559,0,0,0,,
0.0133312,100.8532028,0,0,0,,
0.0133328,102.7850418,0,0,0,,
0.0133344,104.6214142,0,0,0,,
0.013336,106.4271927,0,0,0,,
0.0133376,106.4745789,0,0,0,,
0.0133392,105.3826904,0,0,0,,
0.0133408,104.0362244,0,0,0,,
0.0133424,102.4652176,0,0,0,,
0.013344,100.7796555,0,0,0,,
0.0133456,98.96980286,0,0,0,,
0.0133472,97.09560394,0,0,0,,
0.0133488,95.1605835,0,0,0,,
0.0133504,93.19373322,0,0,0,,
0.013352,91.25500488,0,0,0,,
0.0133536,89.30071259,0,0,0,,
0.0133552,87.32945251,0,0,0,,
0.0133568,86.08375549,0,0,0,,
0.0133584,86.6146698,0,0,0,,
0.01336,87.85948181,0,0,0,,
0.0133616,89.45152283,0,0,0,,
0.0133632,91.21469879,0,0,0,,
0.0133648,93.06131744,0,0,0,,
0.0133664,94.95302582,0,0,0,,
0.013368,96.87567139,0,0,0,,
0.0133696,98.8269577,0,0,0,,
0.0133712,100.7331619,0,0,0,,
0.0133728,102.6121368,0,0,0,,
0.0133744,104.4942932,0,0,0,,
0.013376,106.29142,0,0,0,,
0.0133776,106.3283691,0,0,0,,
0.0133792,105.2881088,0,0,0,,
0.0133808,103.8792267,0,0,0,,
0.0133824,102.3350983,0,0,0,,
0.013384,100.6417542,0,0,0,,
0.0133856,98.8418045,0,0,0,,
0.0133872,96.96884155,0,0,0,,
0.0133888,95.02020264,0,0,0,,
0.0133904,93.08377075,0,0,0,,
0.013392,91.14274597,0,0,0,,
0.0133936,89.1720047,0,0,0,,
0.0133952,87.210289,0,0,0,,
0.0133968,85.96512604,0,0,0,,
0.0133984,86.51849365,0,0,0,,
0.0134,87.75199127,0,0,0,,
0.0134016,89.35286713,0,0,0,,
0.0134032,91.09889984,0,0,0,,
0.0134048,92.93367004,0,0,0,,
0.0134064,94.82855988,0,0,0,,
0.013408,96.7496109,0,0,0,,
0.0134096,98.68870544,0,0,0,,
0.0134112,100.611702,0,0,0,,
0.0134128,102.4991684,0,0,0,,
0.0134144,104.3622284,0,0,0,,
0.013416,106.1542282,0,0,0,,
0.0134176,106.2173386,0,0,0,,
0.0134192,105.1194458,0,0,0,,
0.0134208,103.7491074,0,0,0,,
0.0134224,102.201973,0,0,0,,
0.013424,100.5142899,0,0,0,,
0.0134256,98.70037079,0,0,0,,
0.0134272,96.85374451,0,0,0,,
0.0134288,94.89910126,0,0,0,,
0.0134304,92.95718384,0,0,0,,
0.013432,91.01721954,0,0,0,,
0.0134336,89.06098175,0,0,0,,
0.0134352,87.09201813,0,0,0,,
0.0134368,85.86170197,0,0,0,,
0.0134384,86.3998642,0,0,0,,
0.01344,87.63601685,0,0,0,,
0.0134416,89.23918915,0,0,0,,
0.0134432,90.99087524,0,0,0,,
0.0134448,92.82759094,0,0,0,,
0.0134464,94.71222687,0,0,0,,
0.013448,96.64495087,0,0,0,,
0.0134496,98.59234619,0,0,0,,
0.0134512,100.489006,0,0,0,,
0.0134528,102.3617935,0,0,0,,
0.0134544,104.2526169,0,0,0,,
0.013456,106.0412521,0,0,0,,
0.0134576,106.0889893,0,0,0,,
0.0134592,104.9900284,0,0,0,,
0.0134608,103.6352463,0,0,0,,
0.0134624,102.1006699,0,0,0,,
0.013464,100.4097977,0,0,0,,
0.0134656,98.61250305,0,0,0,,
0.0134672,96.73989105,0,0,0,,
0.0134688,94.78913116,0,0,0,,
0.0134704,92.88222504,0,0,0,,
0.013472,90.91397095,0,0,0,,
0.0134736,88.98867035,0,0,0,,
0.0134752,87.01068878,0,0,0,,
0.0134768,85.77984619,0,0,0,,
0.0134784,86.31288147,0,0,0,,
0.01348,87.55309296,0,0,0,,
0.0134816,89.14655304,0,0,0,,
0.0134832,90.89452362,0,0,0,,
0.0134848,92.74609375,0,0,0,,
0.0134864,94.63372803,0,0,0,,
0.013488,96.55814362,0,0,0,,
0.0134896,98.50978851,0,0,0,,
0.0134912,100.4066162,0,0,0,,
0.0134928,102.2838287,0,0,0,,
0.0134944,104.1695251,0,0,0,,
0.013496,105.944725,0,0,0,,
0.0134976,106.0067749,0,0,0,,
0.0134992,104.9003983,0,0,0,,
0.0135008,103.5694809,0,0,0,,
0.0135024,102.0039597,0,0,0,,
0.013504,100.318222,0,0,0,,
0.0135056,98.51898193,0,0,0,,
0.0135072,96.68313599,0,0,0,,
0.0135088,94.72477722,0,0,0,,
0.0135104,92.79347229,0,0,0,,
0.013512,90.8711853,0,0,0,,
0.0135136,88.91954803,0,0,0,,
0.0135152,86.96437073,0,0,0,,
0.0135168,85.71707916,0,0,0,,
0.0135184,86.24021912,0,0,0,,
0.01352,87.55910492,0,0,0,,
0.0135216,89.10323334,0,0,0,,
0.0135232,90.8609314,0,0,0,,
0.0135248,92.70259857,0,0,0,,
0.0135264,94.58864594,0,0,0,,
0.013528,96.51094055,0,0,0,,
0.0135296,98.45426941,0,0,0,,
0.0135312,100.3689651,0,0,0,,
0.0135328,102.2392731,0,0,0,,
0.0135344,104.1147156,0,0,0,,
0.013536,105.9227982,0,0,0,,
0.0135376,105.9602814,0,0,0,,
0.0135392,104.8666306,0,0,0,,
0.0135408,103.5198059,0,0,0,,
0.0135424,101.9523392,0,0,0,,
0.013544,100.265892,0,0,0,,
0.0135456,98.50165558,0,0,0,,
0.0135472,96.62055206,0,0,0,,
0.0135488,94.68977356,0,0,0,,
0.0135504,92.76111603,0,0,0,,
0.013552,90.84165955,0,0,0,,
0.0135536,88.88277435,0,0,0,,
0.0135552,86.92476654,0,0,0,,
0.0135568,85.6969223,0,0,0,,
0.0135584,86.25205994,0,0,0,,
0.01356,87.49846649,0,0,0,,
0.0135616,89.08166504,0,0,0,,
0.0135632,90.84130859,0,0,0,,
0.0135648,92.65009308,0,0,0,,
0.0135664,94.57574463,0,0,0,,
0.013568,96.48141479,0,0,0,,
0.0135696,98.40158844,0,0,0,,
0.0135712,100.3104401,0,0,0,,
0.0135728,102.1828766,0,0,0,,
0.0135744,104.0526657,0,0,0,,
0.013576,105.8457184,0,0,0,,
0.0135776,105.9065323,0,0,0,,
0.0135792,104.8203049,0,0,0,,
0.0135808,103.4595184,0,0,0,,
0.0135824,101.9399643,0,0,0,,
0.013584,100.2384872,0,0,0,,
0.0135856,98.44543457,0,0,0,,
0.0135872,96.59156036,0,0,0,,
0.0135888,94.65795135,0,0,0,,
0.0135904,92.73866272,0,0,0,,
0.013592,90.79516602,0,0,0,,
0.0135936,88.85182953,0,0,0,,
0.0135952,86.9016037,0,0,0,,
0.0135968,85.69109344,0,0,0,,
0.0135984,86.20857239,0,0,0,,
0.0136,87.45674133,0,0,0,,
0.0136016,89.04577637,0,0,0,,
0.0136032,90.79798889,0,0,0,,
0.0136048,92.63453674,0,0,0,,
0.0136064,94.50343323,0,0,0,,
0.013608,96.42837524,0,0,0,,
0.0136096,98.35385132,0,0,0,,
0.0136112,100.2487411,0,0,0,,
0.0136128,102.1275406,0,0,0,,
0.0136144,103.9764633,0,0,0,,
0.013616,105.7520142,0,0,0,,
0.0136176,105.8276825,0,0,0,,
0.0136192,104.7246628,0,0,0,,
0.0136208,103.3712921,0,0,0,,
0.0136224,101.8153229,0,0,0,,
0.013624,100.1384201,0,0,0,,
0.0136256,98.36233521,0,0,0,,
0.0136272,96.49237823,0,0,0,,
0.0136288,94.57468414,0,0,0,,
0.0136304,92.64514923,0,0,0,,
0.013632,90.70535278,0,0,0,,
0.0136336,88.75300598,0,0,0,,
0.0136352,86.81586456,0,0,0,,
0.0136368,85.58148193,0,0,0,,
0.0136384,86.12034607,0,0,0,,
0.01364,87.35809326,0,0,0,,
0.0136416,88.93634033,0,0,0,,
0.0136432,90.68679047,0,0,0,,
0.0136448,92.52297974,0,0,0,,
0.0136464,94.37013245,0,0,0,,
0.013648,96.30249786,0,0,0,,
0.0136496,98.23097992,0,0,0,,
0.0136512,100.1110153,0,0,0,,
0.0136528,101.9733734,0,0,0,,
0.0136544,103.8191147,0,0,0,,
0.013656,105.5902481,0,0,0,,
0.0136576,105.6461182,0,0,0,,
0.0136592,104.5379639,0,0,0,,
0.0136608,103.2390518,0,0,0,,
0.0136624,101.6272125,0,0,0,,
0.013664,99.98513794,0,0,0,,
0.0136656,98.19526672,0,0,0,,
0.0136672,96.32442474,0,0,0,,
0.0136688,94.39929962,0,0,0,,
0.0136704,92.47400665,0,0,0,,
0.013672,90.55860901,0,0,0,,
0.0136736,88.60520172,0,0,0,,
0.0136752,86.65391541,0,0,0,,
0.0136768,85.43032074,0,0,0,,
0.0136784,85.99977875,0,0,0,,
0.01368,87.22708893,0,0,0,,
0.0136816,88.79560852,0,0,0,,
0.0136832,90.52431488,0,0,0,,
0.0136848,92.35768127,0,0,0,,
0.0136864,94.21118927,0,0,0,,
0.013688,96.14497375,0,0,0,,
0.0136896,98.04003906,0,0,0,,
0.0136912,99.93369293,0,0,0,,
0.0136928,101.7822647,0,0,0,,
0.0136944,103.6405563,0,0,0,,
0.013696,105.4049683,0,0,0,,
0.0136976,105.4572983,0,0,0,,
0.0136992,104.3516235,0,0,0,,
0.0137008,103.0060349,0,0,0,,
0.0137024,101.4649124,0,0,0,,
0.013704,99.79420471,0,0,0,,
0.0137056,98.03845215,0,0,0,,
0.0137072,96.14851379,0,0,0,,
0.0137088,94.24655151,0,0,0,,
0.0137104,92.35255432,0,0,0,,
0.013712,90.4125824,0,0,0,,
0.0137136,88.48975372,0,0,0,,
0.0137152,86.54943085,0,0,0,,
0.0137168,85.32389069,0,0,0,,
0.0137184,85.87566376,0,0,0,,
0.01372,87.10545349,0,0,0,,
0.0137216,88.67256165,0,0,0,,
0.0137232,90.40904236,0,0,0,,
0.0137248,92.23851776,0,0,0,,
0.0137264,94.10334778,0,0,0,,
0.013728,96.02457428,0,0,0,,
0.0137296,97.93289948,0,0,0,,
0.0137312,99.80251312,0,0,0,,
0.0137328,101.6742401,0,0,0,,
0.0137344,103.5074234,0,0,0,,
0.013736,105.2884598,0,0,0,,
0.0137376,105.3257599,0,0,0,,
0.0137392,104.245903,0,0,0,,
0.0137408,102.8813934,0,0,0,,
0.0137424,101.3512344,0,0,0,,
0.013744,99.70809937,0,0,0,,
0.0137456,97.9420929,0,0,0,,
0.0137472,96.08734131,0,0,0,,
0.0137488,94.18838501,0,0,0,,
0.0137504,92.27033997,0,0,0,,
0.013752,90.37068176,0,0,0,,
0.0137536,88.46748352,0,0,0,,
0.0137552,86.49285889,0,0,0,,
0.0137568,85.29524994,0,0,0,,
0.0137584,85.84967804,0,0,0,,
0.01376,87.07981873,0,0,0,,
0.0137616,88.66159821,0,0,0,,
0.0137632,90.41364288,0,0,0,,
0.0137648,92.22579193,0,0,0,,
0.0137664,94.10652924,0,0,0,,
0.013768,96.01998138,0,0,0,,
0.0137696,97.93679047,0,0,0,,
0.0137712,99.82266235,0,0,0,,
0.0137728,101.6747665,0,0,0,,
0.0137744,103.5121994,0,0,0,,
0.013776,105.2810364,0,0,0,,
0.0137776,105.3448563,0,0,0,,
0.0137792,104.2701187,0,0,0,,
0.0137808,102.9209976,0,0,0,,
0.0137824,101.3959656,0,0,0,,
0.013784,99.73161316,0,0,0,,
0.0137856,97.98435211,0,0,0,,
0.0137872,96.14904022,0,0,0,,
0.0137888,94.24601746,0,0,0,,
0.0137904,92.32939148,0,0,0,,
0.013792,90.43750763,0,0,0,,
0.0137936,88.53678131,0,0,0,,
0.0137952,86.6051178,0,0,0,,
0.0137968,85.39831543,0,0,0,,
0.0137984,85.95504761,0,0,0,,
0.0138,87.21559143,0,0,0,,
0.0138016,88.78677368,0,0,0,,
0.0138032,90.5306778,0,0,0,,
0.0138048,92.33999634,0,0,0,,
0.0138064,94.21048737,0,0,0,,
0.013808,96.14533234,0,0,0,,
0.0138096,98.08264923,0,0,0,,
0.0138112,99.96746063,0,0,0,,
0.0138128,101.8215103,0,0,0,,
0.0138144,103.6840439,0,0,0,,
0.013816,105.4482803,0,0,0,,
0.0138176,105.4866486,0,0,0,,
0.0138192,104.4180984,0,0,0,,
0.0138208,103.0999146,0,0,0,,
0.0138224,101.5916748,0,0,0,,
0.013824,99.90345764,0,0,0,,
0.0138256,98.16132355,0,0,0,,
0.0138272,96.32778168,0,0,0,,
0.0138288,94.42298889,0,0,0,,
0.0138304,92.53465271,0,0,0,,
0.013832,90.61642456,0,0,0,,
0.0138336,88.69943237,0,0,0,,
0.0138352,86.79747772,0,0,0,,
0.0138368,85.59067535,0,0,0,,
0.0138384,86.1521759,0,0,0,,
0.01384,87.38690948,0,0,0,,
0.0138416,88.98920441,0,0,0,,
0.0138432,90.72904205,0,0,0,,
0.0138448,92.55957794,0,0,0,,
0.0138464,94.43236542,0,0,0,,
0.013848,96.39443207,0,0,0,,
0.0138496,98.25979614,0,0,0,,
0.0138512,100.1755447,0,0,0,,
0.0138528,102.0356064,0,0,0,,
0.0138544,103.8896561,0,0,0,,
0.013856,105.66185,0,0,0,,
0.0138576,105.719841,0,0,0,,
0.0138592,104.63591,0,0,0,,
0.0138608,103.3030548,0,0,0,,
0.0138624,101.7967606,0,0,0,,
0.013864,100.1306381,0,0,0,,
0.0138656,98.36834717,0,0,0,,
0.0138672,96.52420044,0,0,0,,
0.0138688,94.61959076,0,0,0,,
0.0138704,92.72859192,0,0,0,,
0.013872,90.82822418,0,0,0,,
0.0138736,88.89868164,0,0,0,,
0.0138752,87.00485229,0,0,0,,
0.0138768,85.80635834,0,0,0,,
0.0138784,86.36397552,0,0,0,,
0.01388,87.61497498,0,0,0,,
0.0138816,89.19499207,0,0,0,,
0.0138832,90.95144653,0,0,0,,
0.0138848,92.78321838,0,0,0,,
0.0138864,94.64875793,0,0,0,,
0.013888,96.57830048,0,0,0,,
0.0138896,98.49953461,0,0,0,,
0.0138912,100.4048538,0,0,0,,
0.0138928,102.2762299,0,0,0,,
0.0138944,104.1242676,0,0,0,,
0.013896,105.8895645,0,0,0,,
0.0138976,105.9540939,0,0,0,,
0.0138992,104.8777618,0,0,0,,
0.0139008,103.5387192,0,0,0,,
0.0139024,102.0142136,0,0,0,,
0.013904,100.3526993,0,0,0,,
0.0139056,98.58262634,0,0,0,,
0.0139072,96.73069763,0,0,0,,
0.0139088,94.84694672,0,0,0,,
0.0139104,92.94445801,0,0,0,,
0.013912,91.03649139,0,0,0,,
0.0139136,89.11013031,0,0,0,,
0.0139152,87.17988586,0,0,0,,
0.0139168,85.99694824,0,0,0,,
0.0139184,86.55862427,0,0,0,,
0.01392,87.80060577,0,0,0,,
0.0139216,89.37638092,0,0,0,,
0.0139232,91.13266754,0,0,0,,
0.0139248,92.98741913,0,0,0,,
0.0139264,94.8573761,0,0,0,,
0.013928,96.7826767,0,0,0,,
0.0139296,98.68923187,0,0,0,,
0.0139312,100.5878372,0,0,0,,
0.0139328,102.4687576,0,0,0,,
0.0139344,104.3399582,0,0,0,,
0.013936,106.1073761,0,0,0,,
0.0139376,106.1489182,0,0,0,,
0.0139392,105.0757751,0,0,0,,
0.0139408,103.7669601,0,0,0,,
0.0139424,102.2048035,0,0,0,,
0.013944,100.5438156,0,0,0,,
0.0139456,98.7714386,0,0,0,,
0.0139472,96.93790436,0,0,0,,
0.0139488,95.03452301,0,0,0,,
0.0139504,93.14246368,0,0,0,,
0.013952,91.19153595,0,0,0,,
0.0139536,89.27490234,0,0,0,,
0.0139552,87.36675262,0,0,0,,
0.0139568,86.15235138,0,0,0,,
0.0139584,86.70783997,0,0,0,,
0.01396,87.9469986,0,0,0,,
0.0139616,89.54663849,0,0,0,,
0.0139632,91.30451202,0,0,0,,
0.0139648,93.14405823,0,0,0,,
0.0139664,95.01631927,0,0,0,,
0.013968,96.9543457,0,0,0,,
0.0139696,98.84286499,0,0,0,,
0.0139712,100.7718811,0,0,0,,
0.0139728,102.6365356,0,0,0,,
0.0139744,104.4992447,0,0,0,,
0.013976,106.2631302,0,0,0,,
0.0139776,106.3202362,0,0,0,,
0.0139792,105.2168579,0,0,0,,
0.0139808,103.8954926,0,0,0,,
0.0139824,102.3617935,0,0,0,,
0.013984,100.6820679,0,0,0,,
0.0139856,98.93939972,0,0,0,,
0.0139872,97.10780334,0,0,0,,
0.0139888,95.1416626,0,0,0,,
0.0139904,93.28195953,0,0,0,,
0.013992,91.34693909,0,0,0,,
0.0139936,89.41191864,0,0,0,,
0.0139952,87.49245453,0,0,0,,
0.0139968,86.28282166,0,0,0,,
0.0139984,86.8388443,0,0,0,,
0.014,88.08419037,0,0,0,,
0.0140016,89.67481232,0,0,0,,
0.0140032,91.4201355,0,0,0,,
0.0140048,93.26834106,0,0,0,,
0.0140064,95.14307404,0,0,0,,
0.014008,97.05953217,0,0,0,,
0.0140096,98.98342133,0,0,0,,
0.0140112,100.8800735,0,0,0,,
0.0140128,102.7785034,0,0,0,,
0.0140144,104.6339645,0,0,0,,
0.014016,106.4070435,0,0,0,,
0.0140176,106.449646,0,0,0,,
0.0140192,105.371376,0,0,0,,
0.0140208,104.0342789,0,0,0,,
0.0140224,102.5193176,0,0,0,,
0.014024,100.8325195,0,0,0,,
0.0140256,99.05784607,0,0,0,,
0.0140272,97.20822144,0,0,0,,
0.0140288,95.30554962,0,0,0,,
0.0140304,93.39687347,0,0,0,,
0.014032,91.46362305,0,0,0,,
0.0140336,89.55653381,0,0,0,,
0.0140352,87.59641266,0,0,0,,
0.0140368,86.39685822,0,0,0,,
0.0140384,86.98381805,0,0,0,,
0.01404,88.23994446,0,0,0,,
0.0140416,89.80334473,0,0,0,,
0.0140432,91.55078888,0,0,0,,
0.0140448,93.40129089,0,0,0,,
0.0140464,95.29247284,0,0,0,,
0.014048,97.21723938,0,0,0,,
0.0140496,99.11548615,0,0,0,,
0.0140512,101.0513916,0,0,0,,
0.0140528,102.9252396,0,0,0,,
0.0140544,104.7884827,0,0,0,,
0.014056,106.5656281,0,0,0,,
0.0140576,106.6176071,0,0,0,,
0.0140592,105.5391541,0,0,0,,
0.0140608,104.1919785,0,0,0,,
0.0140624,102.6635818,0,0,0,,
0.014064,100.9863281,0,0,0,,
0.0140656,99.19822693,0,0,0,,
0.0140672,97.36096954,0,0,0,,
0.0140688,95.45388031,0,0,0,,
0.0140704,93.53689575,0,0,0,,
0.014072,91.60894775,0,0,0,,
0.0140736,89.68612671,0,0,0,,
0.0140752,87.74969482,0,0,0,,
0.0140768,86.56587219,0,0,0,,
0.0140784,87.09661102,0,0,0,,
0.01408,88.34902954,0,0,0,,
0.0140816,89.94354248,0,0,0,,
0.0140832,91.68992615,0,0,0,,
0.0140848,93.54573822,0,0,0,,
0.0140864,95.43726349,0,0,0,,
0.014088,97.34682465,0,0,0,,
0.0140896,99.26628876,0,0,0,,
0.0140912,101.1707306,0,0,0,,
0.0140928,103.0488205,0,0,0,,
0.0140944,104.9032211,0,0,0,,
0.014096,106.6991043,0,0,0,,
0.0140976,106.738884,0,0,0,,
0.0140992,105.6535416,0,0,0,,
0.0141008,104.3210373,0,0,0,,
0.0141024,102.7716064,0,0,0,,
0.014104,101.0876312,0,0,0,,
0.0141056,99.33206177,0,0,0,,
0.0141072,97.46209717,0,0,0,,
0.0141088,95.57498932,0,0,0,,
0.0141104,93.66188812,0,0,0,,
0.014112,91.71290588,0,0,0,,
0.0141136,89.77523041,0,0,0,,
0.0141152,87.85063934,0,0,0,,
0.0141168,86.65232849,0,0,0,,
0.0141184,87.20410156,0,0,0,,
0.01412,88.44715118,0,0,0,,
0.0141216,90.04325104,0,0,0,,
0.0141232,91.8037796,0,0,0,,
0.0141248,93.65198517,0,0,0,,
0.0141264,95.53591919,0,0,0,,
0.014128,97.47730255,0,0,0,,
0.0141296,99.35945892,0,0,0,,
0.0141312,101.2844086,0,0,0,,
0.0141328,103.1617889,0,0,0,,
0.0141344,105.0333481,0,0,0,,
0.014136,106.8200378,0,0,0,,
0.0141376,106.8677673,0,0,0,,
0.0141392,105.782959,0,0,0,,
0.0141408,104.4522171,0,0,0,,
0.0141424,102.8870544,0,0,0,,
0.014144,101.2094421,0,0,0,,
0.0141456,99.43724823,0,0,0,,
0.0141472,97.57701111,0,0,0,,
0.0141488,95.68689728,0,0,0,,
0.0141504,93.74391937,0,0,0,,
0.014152,91.81686401,0,0,0,,
0.0141536,89.88678741,0,0,0,,
0.0141552,87.93214417,0,0,0,,
0.0141568,86.74638367,0,0,0,,
0.0141584,87.30558014,0,0,0,,
0.01416,88.56595612,0,0,0,,
0.0141616,90.15905762,0,0,0,,
0.0141632,91.90278625,0,0,0,,
0.0141648,93.77733612,0,0,0,,
0.0141664,95.65242767,0,0,0,,
0.014168,97.56075287,0,0,0,,
0.0141696,99.48816681,0,0,0,,
0.0141712,101.3940201,0,0,0,,
0.0141728,103.2851944,0,0,0,,
0.0141744,105.1751328,0,0,0,,
0.014176,106.9243469,0,0,0,,
0.0141776,107.0023117,0,0,0,,
0.0141792,105.9151993,0,0,0,,
0.0141808,104.5604172,0,0,0,,
0.0141824,103.0263672,0,0,0,,
0.014184,101.3309021,0,0,0,,
0.0141856,99.56348419,0,0,0,,
0.0141872,97.70095062,0,0,0,,
0.0141888,95.79262543,0,0,0,,
0.0141904,93.86732483,0,0,0,,
0.014192,91.92399597,0,0,0,,
0.0141936,89.99905396,0,0,0,,
0.0141952,88.06332397,0,0,0,,
0.0141968,86.85546112,0,0,0,,
0.0141984,87.41307831,0,0,0,,
0.0142,88.67044067,0,0,0,,
0.0142016,90.2538147,0,0,0,,
0.0142032,92.0231781,0,0,0,,
0.0142048,93.88694763,0,0,0,,
0.0142064,95.78006744,0,0,0,,
0.014208,97.69970703,0,0,0,,
0.0142096,99.60343933,0,0,0,,
0.0142112,101.5262604,0,0,0,,
0.0142128,103.4094849,0,0,0,,
0.0142144,105.2813873,0,0,0,,
0.014216,107.0684357,0,0,0,,
0.0142176,107.12854,0,0,0,,
0.0142192,106.0133209,0,0,0,,
0.0142208,104.6977844,0,0,0,,
0.0142224,103.1363373,0,0,0,,
0.014224,101.4751663,0,0,0,,
0.0142256,99.6702652,0,0,0,,
0.0142272,97.83018494,0,0,0,,
0.0142288,95.91372681,0,0,0,,
0.0142304,93.98648834,0,0,0,,
0.014232,92.0353775,0,0,0,,
0.0142336,90.08603668,0,0,0,,
0.0142352,88.181427,0,0,0,,
0.0142368,86.94280243,0,0,0,,
0.0142384,87.51332092,0,0,0,,
0.01424,88.76467133,0,0,0,,
0.0142416,90.36236572,0,0,0,,
0.0142432,92.11865234,0,0,0,,
0.0142448,93.98719025,0,0,0,,
0.0142464,95.87766266,0,0,0,,
0.014248,97.79129028,0,0,0,,
0.0142496,99.74116516,0,0,0,,
0.0142512,101.6392365,0,0,0,,
0.0142528,103.5434952,0,0,0,,
0.0142544,105.4125671,0,0,0,,
0.014256,107.1891861,0,0,0,,
0.0142576,107.2432785,0,0,0,,
0.0142592,106.1475067,0,0,0,,
0.0142608,104.8245468,0,0,0,,
0.0142624,103.2595596,0,0,0,,
0.014264,101.5884933,0,0,0,,
0.0142656,99.79985809,0,0,0,,
0.0142672,97.94545746,0,0,0,,
0.0142688,96.01944733,0,0,0,,
0.0142704,94.11077118,0,0,0,,
0.014272,92.1414566,0,0,0,,
0.0142736,90.21050262,0,0,0,,
0.0142752,88.27035522,0,0,0,,
0.0142768,87.08052063,0,0,0,,
0.0142784,87.62540436,0,0,0,,
0.01428,88.86756897,0,0,0,,
0.0142816,90.46685791,0,0,0,,
0.0142832,92.23233032,0,0,0,,
0.0142848,94.10475922,0,0,0,,
0.0142864,95.9899292,0,0,0,,
0.014288,97.91416168,0,0,0,,
0.0142896,99.82514191,0,0,0,,
0.0142912,101.7493744,0,0,0,,
0.0142928,103.6317139,0,0,0,,
0.0142944,105.5336761,0,0,0,,
0.014296,107.3290253,0,0,0,,
0.0142976,107.3551941,0,0,0,,
0.0142992,106.2578278,0,0,0,,
0.0143008,104.9131241,0,0,0,,
0.0143024,103.3753586,0,0,0,,
0.014304,101.7002258,0,0,0,,
0.0143056,99.87641144,0,0,0,,
0.0143072,98.03739166,0,0,0,,
0.0143088,96.12057495,0,0,0,,
0.0143104,94.19704437,0,0,0,,
0.014312,92.23905182,0,0,0,,
0.0143136,90.29341888,0,0,0,,
